id,c1,c2,c3,c4,c5,c6
101442,0.0,2.3951,2.0763,0.5105,2.0618,1.474
101443,0.0,1.6181,4.3804,0.0,0.0,3.8298
101444,0.0,0.0,0.0,0.0,0.0,0.0
86585,0.4458,5.1136,3.9786,2.1256,4.5209,2.6887
101445,0.0,0.0,0.0,0.0,0.0,0.0
101447,2.402,2.6863,0.5727,0.0,0.0,2.7439
101448,2.2449,1.339,2.1515,0.0,0.0,2.2434
101449,0.316,1.6453,2.9538,0.9313,0.8864,0.8864
101450,2.2549,2.564,2.1223,2.7706,1.5195,3.004
101451,0.9361,0.9361,3.7307,0.0,0.0,0.9361
101452,0.4964,2.0058,0.8396,1.1662,1.1662,0.0
101453,5.3067,4.4686,2.9834,1.8126,3.0622,5.2397
101454,2.3628,3.007,3.0061,0.0,0.0,3.2425
86586,1.0788,5.9715,8.1048,2.5345,3.4145,1.3428
101455,2.0841,0.7989,6.9681,0.7068,4.387,1.4589
101456,0.0,6.1911,6.5261,0.0,3.5733,3.5603
101457,3.0987,5.4325,8.1948,0.8949,2.8144,2.8752
101458,0.6212,2.0512,3.1545,1.2139,2.6565,1.4585
101459,1.094,5.357,4.9545,0.0,4.9595,1.726
101460,0.0,0.0,0.0,0.0,0.0,0.0
101461,0.0,3.8251,6.6572,2.8228,4.9121,0.903
101462,0.5297,0.0,2.8251,0.0,0.0,0.0
101463,3.3595,5.4768,5.74,2.8603,4.0731,5.4072
101464,0.0,2.9713,4.1686,0.8775,0.0,1.1173
86587,0.954,0.0,2.927,1.6952,3.093,0.954
101466,0.3941,1.0603,0.0,1.0603,2.3552,0.0
101467,0.4993,3.9173,3.5789,0.7002,1.6647,2.1989
101468,0.0,1.1925,5.3196,0.0,3.4675,1.3308
101469,0.5178,3.898,6.8227,0.0,3.4957,1.1981
101470,0.0,1.0646,1.4724,0.0,1.0646,0.0
101471,0.401,1.0464,4.5812,0.0,1.984,1.5595
101472,0.7744,2.3209,3.4314,1.5915,0.7659,1.3461
101473,0.522,1.8609,5.793,0.0,0.9589,0.0
101474,2.0944,3.2213,9.5191,0.6762,0.0,6.1172
86588,0.0,0.0,4.1297,0.738,1.8007,2.3032
101475,0.5522,3.2273,3.0982,1.5805,2.4547,1.5327
101476,0.4531,1.1769,2.8875,0.8231,1.1769,0.0
101477,0.3571,2.1487,4.7584,1.2211,2.1487,2.0231
101478,2.0053,6.9394,9.6172,0.435,4.0838,4.8232
101479,0.3939,7.3142,3.0714,0.0,1.279,1.6055
101480,3.4294,3.5968,4.4237,0.7324,1.3904,3.2613
101481,2.4578,3.3369,6.5,0.5709,1.0914,1.8694
101482,0.9682,1.8845,0.0,1.8845,0.0,0.9682
101484,0.4644,0.0,1.1472,0.0,1.4681,2.0051
86589,3.4791,4.2611,4.1344,0.8791,2.8188,5.2114
101485,2.0305,0.9633,2.2352,0.0,0.0,0.0
101486,0.0,2.1808,2.9689,0.0,1.2725,2.9689
101487,1.3334,0.0,2.1284,0.0,0.9043,1.3334
101488,0.0,0.0,3.1217,1.0946,1.0946,0.4424
101489,0.0,0.0,0.0,0.0,0.0,0.0
101490,1.2223,1.4789,5.5054,0.0,0.8329,5.5651
101491,2.4971,5.5422,3.87,0.0,2.4069,0.5375
101492,1.5977,4.9833,2.528,0.0,0.9494,1.5977
101493,0.0,0.5448,2.8845,0.7755,1.3203,2.2696
101494,0.0,0.0,0.0,0.0,0.0,0.0
86590,0.0,0.4898,2.6643,1.2076,3.1798,0.8024
101495,0.8533,0.0,3.082,1.0008,1.9255,0.8533
101496,0.0,2.9135,3.4607,0.0,3.37,3.7799
101497,2.2986,0.0,6.3081,0.0,0.0,2.2986
101498,1.23,3.4759,8.1602,1.8262,2.1628,2.4438
101499,1.2227,0.0,0.0,1.1798,0.0,3.0602
101500,2.8219,1.9012,2.0282,0.6977,1.1905,1.5979
101501,2.1404,6.1044,8.8392,0.5486,4.3886,1.6614
101504,1.7234,2.6082,5.732,0.0,1.9681,3.1562
86591,0.0,0.0,2.3485,0.8801,0.8801,0.0
101505,0.0,2.5529,6.7523,0.0,1.2259,0.6735
101506,1.1713,3.1597,6.9149,1.0441,0.0,1.8631
101507,0.4803,0.0,0.0,0.0,0.0,0.0
101508,1.5696,3.3076,4.7093,0.8247,0.5392,3.0742
101510,2.6994,5.8527,11.5444,0.0,6.3774,2.021
101511,1.7176,4.6826,6.6005,0.9146,4.2604,2.1416
101512,0.0,0.7784,6.0347,1.1326,1.1326,0.8556
101513,0.7504,3.3449,5.2175,2.0114,0.0,2.2274
101514,0.0,2.176,6.4154,1.9723,2.9243,1.9872
86592,0.0,0.0,0.0,0.0,0.0,0.0
85101,1.2851,5.9699,8.511,2.5533,5.3131,4.2159
101515,1.2565,1.7339,2.19,0.0,2.927,1.7339
101516,2.6785,3.711,7.779,2.2721,2.3073,2.8261
101517,0.0,0.8294,1.9397,0.0,2.0547,0.8294
101518,0.0,1.5507,0.9352,2.6716,0.0,0.0
101519,0.4498,1.9496,4.1787,2.1226,2.8247,3.7884
101520,0.3968,1.1371,1.9272,0.0,0.0,0.3968
101521,1.1868,1.0658,2.1136,0.0,0.0,0.0
101522,1.0826,4.76,1.9608,0.0,0.7234,0.7234
101523,3.7549,0.0,0.0,2.0646,2.0646,2.0646
101524,1.1651,0.0,0.0,0.0,0.0,0.0
86593,1.8415,4.8644,3.9036,1.1368,3.7438,1.5304
101525,1.3046,3.1902,2.4265,0.0,2.2236,2.3726
101526,1.6399,0.0,2.2923,1.1141,2.0178,0.4991
101527,1.2018,1.1105,4.9019,0.0,0.0,0.8626
101528,0.7144,7.0249,1.7841,2.1174,1.272,2.7611
101529,1.4895,3.661,3.6542,0.0,0.0,3.4042
101530,1.1487,8.5722,8.3655,2.8602,1.9539,2.6411
101531,0.5399,1.3584,5.2308,0.8118,1.6524,1.6478
101532,1.2056,0.0,0.0,0.0,0.0,0.0
101533,1.6597,0.0,1.7567,4.2023,4.1053,0.0
101534,1.6891,1.7665,4.3038,0.9303,1.4897,1.4897
86594,1.1361,2.9384,6.9805,1.6293,1.4111,0.6561
101535,0.0,3.4994,3.4525,0.0,0.0,2.2521
101536,0.9064,0.8827,0.0,0.8827,0.8827,0.9064
101537,1.5606,2.1684,2.1684,1.0117,1.4061,0.7623
101538,1.4932,3.4297,7.5294,1.0827,1.7903,2.2175
101539,1.0857,0.0,2.4251,0.0,0.0,2.4251
101540,2.1133,2.2867,2.461,0.0,0.0,2.2246
101541,0.0,0.0,4.0752,0.0,0.0,0.0
101542,0.0,5.5019,8.8485,1.8181,4.8511,4.3178
101543,2.4932,7.0728,9.8324,0.0,5.6747,3.3989
101544,0.0,2.4985,6.9091,0.0,2.4985,0.7332
101545,0.4385,0.0,1.0677,0.9448,0.9448,2.0125
101546,0.4484,6.6826,7.3823,0.0,3.4797,2.6178
101547,0.2679,3.0973,1.649,0.0,0.5333,0.5497
101548,0.5024,0.0,2.6238,0.0,0.0,0.972
101549,3.5154,3.0628,11.0915,3.0934,6.0429,4.4084
101550,0.0,0.0,1.3833,0.0,1.3833,0.0
101551,0.0,0.0,4.3417,0.0,1.9643,3.5775
101552,0.0,1.2017,6.0905,1.9695,3.131,2.7483
101554,2.2351,2.5908,3.1837,0.0,0.7039,0.0
86596,2.5319,3.6519,3.7207,0.6963,3.5585,0.793
101556,1.0702,2.6455,6.8393,1.0956,0.6596,3.441
101557,1.0535,10.4703,4.6956,0.5911,3.3764,4.4626
101558,3.349,3.1084,2.7121,1.7863,4.62,2.4898
101559,0.0,2.7309,1.8172,1.2394,3.8591,2.1447
101560,0.8147,7.939,6.1399,0.0,6.4745,0.597
101561,1.613,3.9265,2.9231,2.6375,4.0464,3.6958
101562,1.3075,2.933,4.0581,1.7483,1.7483,4.7775
101563,0.0,0.0,1.8238,0.0,0.0,0.7915
101564,3.2395,0.0,0.0,1.5723,1.5723,1.5723
101565,0.7871,4.4349,4.7714,0.0,6.0527,3.0788
86597,0.4409,6.0624,5.1422,0.8738,3.4347,0.5883
101566,0.0,2.2947,5.8486,1.5719,1.5719,0.0
101567,1.2948,2.1343,3.7012,1.9183,2.1343,1.2948
101568,1.1905,1.6864,0.0,1.6864,0.0,0.0
101569,0.3797,4.0921,4.4966,2.6615,1.8742,2.2756
101570,0.0,4.5413,3.6012,2.3667,1.2052,1.4194
101571,0.0,1.2085,2.1593,0.0,0.0,0.0
101572,0.4928,0.0,0.613,0.0,0.0,0.0
101573,0.4517,0.8373,2.2611,0.0,1.8636,0.0
101574,3.4046,10.229,12.1621,0.0,3.3077,5.9971
101575,3.4046,10.229,12.1621,0.0,3.3077,5.9971
86598,0.0,0.7339,2.1684,0.0,3.5269,1.632
101576,0.2552,0.7139,2.1201,0.0,0.7139,1.3314
101577,1.5056,4.4406,6.3433,2.05,3.641,4.0373
101578,0.9682,3.2261,3.3883,0.0,1.9838,2.5284
101579,0.4298,2.4276,1.8043,1.1427,1.3385,0.9958
101580,0.0,6.4666,3.4479,0.0,0.0,2.3626
101582,4.1233,2.2125,6.3027,0.0,3.0071,4.8819
101583,2.7207,2.5962,5.1619,0.662,1.4784,0.5662
101584,1.2222,1.9163,3.1649,0.0,0.0,0.0
101585,1.6466,0.8864,2.1823,0.0,0.8326,1.5938
101586,0.0,3.1389,2.324,0.0,3.7818,3.9514
101587,0.8067,1.3059,2.0878,1.3896,0.8174,0.7164
101588,0.0,2.2438,1.6979,0.2048,0.3145,0.5511
101589,1.198,0.9733,2.7273,1.1416,1.1416,1.2184
101590,0.0,1.0404,3.0259,0.0,1.9552,0.7382
101591,2.0304,1.4379,5.2165,0.0,1.6558,4.4818
101592,1.1265,3.8648,6.6525,0.5281,2.3465,2.5126
101593,1.0262,2.6457,4.394,0.9061,1.0491,0.5678
101594,1.1164,3.8761,4.8213,0.6239,0.9311,1.1164
101595,2.0866,2.5389,9.454,0.3628,1.093,1.8556
86600,1.019,1.5424,5.0726,0.5781,0.5781,2.3397
101596,0.0,1.5829,6.929,0.913,2.7449,2.178
101597,0.0,0.9464,2.3591,0.0,0.0,1.7223
101598,1.8941,2.9391,4.072,0.0,2.9391,1.8941
101599,0.7212,0.0,1.802,0.0,0.0,0.7212
101600,1.6687,1.5394,2.3939,0.0,1.5394,1.313
101601,0.0,1.0347,4.8377,1.9171,2.8355,0.6264
101602,1.1442,2.4435,0.7998,0.0,0.8669,1.426
101603,1.6928,0.9012,2.57,0.0,1.2419,3.4743
101604,0.0,4.3609,5.8041,3.9912,3.1695,0.0
101605,1.6047,2.5661,0.8424,2.0222,0.0,0.0
101606,0.0,1.8841,3.3106,1.8841,1.4266,0.0
101607,2.33,0.0,2.4631,0.0,4.1667,0.0
101608,0.7758,1.7912,1.6084,0.0,0.0,2.2549
101609,0.2714,3.201,5.0325,0.0,0.0,3.1817
101610,1.6001,1.8761,1.7191,0.0,0.0,3.0215
101611,0.0,1.1104,1.5169,0.3757,0.0,1.0042
101612,1.1992,2.3256,4.9985,0.0,1.4723,4.1624
101613,3.0368,2.668,4.4003,0.0,3.0368,0.0
101614,0.784,7.8266,9.3563,0.4706,3.5165,3.8753
101615,0.0,1.2831,4.4949,2.1287,0.8431,0.0
86602,0.0,0.0,5.0011,1.0859,1.0859,2.6578
85102,0.0,0.9245,1.7064,0.7005,1.0775,1.0775
101616,1.5542,2.6482,6.9944,1.7757,3.035,3.9754
101617,2.2695,1.5706,4.0828,0.0,2.3791,3.6011
101618,0.5015,2.3773,5.6617,1.2982,2.4505,2.7283
101619,2.3955,4.2481,4.2549,0.5947,3.9397,1.9317
101620,3.0847,1.1274,2.6671,0.7171,3.4161,1.5554
101621,0.0,0.9758,6.164,0.7641,1.3258,3.2749
101622,1.822,3.2296,1.5776,1.8458,2.1824,0.8884
101623,0.421,0.8331,8.14,0.9138,0.8331,2.2043
101624,0.9719,2.9194,7.0851,0.0,2.3498,1.6893
101625,0.0,1.5996,1.5996,0.0,0.0,0.0
101626,0.3152,0.6105,4.287,0.327,0.9087,0.9364
101627,1.2907,4.0954,4.8929,0.4732,0.749,3.6005
101628,2.5775,5.9912,1.6039,2.3712,6.1614,1.0884
101629,0.0,2.6374,0.0,0.0,0.0,0.0
101630,0.0,1.4398,2.3216,0.8262,1.7081,0.8262
101631,0.0,1.4398,2.3216,0.8262,1.7081,0.8262
101632,1.2687,4.9446,2.7606,1.2071,6.193,2.7073
101633,1.5129,1.7055,3.6262,0.0,5.2036,0.6099
101634,2.3846,1.3738,4.2839,1.3738,1.3738,1.5329
101635,0.377,2.3879,4.5954,1.1183,5.9085,4.6423
86604,0.0,0.9477,2.511,2.8911,1.6464,0.0
101636,1.1687,1.3777,2.2201,1.3777,1.3777,0.8424
101637,0.3837,2.4425,4.6542,2.1439,3.8299,4.7002
101638,1.1832,2.7795,1.6592,0.0,1.1203,0.0
101639,0.7922,5.1865,7.5062,1.8686,3.7403,2.0421
101640,0.0,2.2291,2.8212,0.8865,0.0,0.8331
101641,0.0,2.2291,3.8868,0.8774,0.0,0.8331
101642,0.3552,2.8673,3.0668,1.1877,0.6886,0.9279
101643,1.2231,1.0366,6.5148,0.6707,1.4227,0.4448
101644,0.0,1.414,1.5992,0.0,0.5461,0.5461
101645,0.3936,2.1482,6.2997,0.9013,6.3885,0.6453
86605,0.0,2.3342,4.4473,0.7194,3.6256,0.0
101646,1.0301,1.6252,5.5551,0.0,3.2894,1.7663
101647,0.4105,1.8046,8.6954,0.0,2.109,2.0548
101648,0.9102,4.9965,6.3429,0.0,2.4878,1.5837
101649,0.3973,1.7387,5.0793,0.7894,0.7894,2.5512
101650,0.0,4.1281,3.6823,1.1297,2.397,3.7992
101651,2.7167,0.0,0.0,0.0,2.3575,0.0
101652,1.8355,0.0,6.9022,0.8703,2.7058,3.7921
101653,2.4151,2.7289,6.1678,0.0,1.4128,3.9239
101654,0.8874,2.2715,9.7694,0.0,2.9,2.8716
101655,0.0,0.0,0.0,0.0,0.0,1.1558
86606,0.4702,0.8594,2.4188,1.2329,1.2329,0.0
101656,0.8152,2.5453,7.0368,1.1822,1.5426,3.6147
101657,0.3301,0.0,5.7993,0.0,0.0,1.5532
101659,1.3602,2.1395,7.4284,0.7862,3.02,1.9645
101660,1.0238,2.3216,4.3971,0.9947,2.2579,3.9163
101661,0.8547,0.7985,1.7424,0.0,0.0,0.0
101662,0.6728,2.8917,4.4351,0.0,2.8711,3.8545
101663,0.5194,0.0,4.6199,0.0,0.0,0.0
101664,3.8343,6.7116,3.5401,2.1661,4.4387,3.515
101665,0.0,1.2673,0.268,0.0,0.399,0.0
86607,0.5568,1.5365,0.6533,0.0,0.0,0.0
101666,1.2784,5.7795,6.6659,3.3469,5.4338,1.3321
101667,0.0,4.5163,1.211,0.0,1.211,0.0
101668,0.3024,2.9896,2.0884,0.0,0.6834,0.0
101669,0.0,0.0,1.211,0.0,1.211,0.0
101670,0.0,0.9497,2.251,0.0,0.0,0.9497
101671,0.4983,3.2626,3.7252,0.0,0.0,0.0
101672,0.7001,3.2873,0.7016,0.0,1.2264,1.6697
101673,0.7001,3.2873,0.7016,0.0,1.2264,1.6697
101674,4.5518,1.9801,5.196,0.0,2.5718,4.0439
101675,0.9837,3.7936,2.7295,0.0,0.0,1.9737
86608,0.4027,0.0,0.0,0.0,0.0,0.0
101676,0.0,1.5771,3.9722,0.9668,3.5844,1.6787
101677,0.0,5.3819,2.6407,1.166,1.9076,1.6621
101678,0.6188,1.8631,2.1175,2.6109,1.278,1.278
101679,1.5731,5.4535,1.7073,0.0,1.5731,1.4917
101680,1.5778,5.0089,1.0186,0.0,1.5778,0.0
101681,0.0,3.5101,3.9839,0.0,3.053,1.7696
101682,1.8208,4.7717,7.308,1.5524,7.1942,2.8288
101683,0.0,0.9038,0.0,0.0,0.9038,0.0
101684,1.3222,4.4254,1.9917,0.0,0.0,2.1211
101685,0.4332,0.0,0.0,0.9128,0.0,2.4772
86609,0.4345,1.343,0.0,0.0,0.0,0.0
101686,1.9795,1.3729,6.7975,0.0,0.0,0.7614
101687,1.1916,1.2436,3.1262,3.4923,4.0005,2.1191
101688,0.9419,4.2332,5.6912,1.0084,3.2912,1.0084
101689,0.592,0.0,0.7196,0.0,0.0,1.0996
101690,0.6059,5.5935,4.2356,0.5925,2.5628,1.0636
101691,0.7892,3.1258,7.6472,0.0,4.2223,0.6319
101692,0.9616,0.0,3.8987,0.0,2.1172,1.4479
101693,0.3646,0.9999,2.827,0.9999,2.5402,0.6514
101694,1.65,2.0398,5.7061,1.4645,2.9608,1.5613
101695,0.8072,1.5374,2.6716,0.0,2.1929,1.8674
86610,0.4027,0.0,0.0,1.64,0.0,0.0
101696,0.0,1.6646,1.1594,1.8864,0.0,1.3463
101697,2.9349,3.3828,4.3793,0.0,0.8631,2.1616
101698,3.7242,4.3588,5.1017,2.1639,0.0,3.973
101699,0.0,1.737,2.7253,4.346,3.4031,0.0
101700,0.0,0.6553,2.5665,0.432,1.5439,3.2579
101701,3.0059,3.7058,4.2912,1.3189,2.8077,1.0679
101702,0.9188,3.9584,6.2426,0.0,3.4699,2.4888
101704,0.8091,4.0004,2.7351,0.8091,3.1628,3.0136
86611,1.1428,3.7437,6.3989,1.9159,4.3078,1.7202
101707,0.0,0.0,0.0,0.8747,0.0,0.6141
101708,1.7086,4.282,5.3904,0.7557,0.7121,3.9131
101709,0.2802,1.5351,6.4357,0.8543,1.8265,2.8696
101710,1.9273,5.7684,7.2504,0.3841,3.2597,2.3296
101711,0.8326,3.7314,5.6005,0.4957,2.1234,3.3689
101714,0.5837,2.834,8.7485,1.1997,2.0644,3.6355
101715,0.378,0.9891,1.0136,0.0,0.0,0.0
86612,0.4272,2.3794,2.9955,0.8305,2.3794,2.1926
85103,0.8032,1.8784,4.2561,0.0,1.2988,0.613
101716,0.3899,3.6113,5.5153,1.3407,2.9163,2.9362
101717,0.0,1.7682,3.2894,1.4217,1.2876,0.726
101718,1.0172,4.2888,4.0793,2.4865,3.8507,3.625
101719,1.557,0.666,2.0106,1.8512,3.1014,0.6601
101720,0.0,3.154,5.332,1.4213,3.154,1.3499
101721,0.0,5.1921,4.6551,6.005,7.1781,1.3944
101722,3.18,6.1398,7.5583,2.9121,5.0412,4.3624
101723,3.9388,2.0167,1.5048,3.0063,4.0805,2.4408
101724,0.9009,2.0571,2.9896,1.0463,1.6536,4.3967
101725,1.4788,7.0544,8.9098,0.0,5.0991,4.3075
86613,0.9809,3.5422,1.7441,0.0,1.1645,3.2515
101726,1.9921,8.969,7.2314,2.7333,1.3895,2.6799
101727,0.3214,1.9983,3.5218,0.0,0.0,0.8034
101728,4.091,7.061,7.3171,2.7364,4.629,3.6722
101729,0.2929,2.9214,7.8787,0.0,3.5138,4.4446
101730,0.9688,2.6904,6.7311,0.0,3.0788,0.4361
101731,0.0712,2.3864,3.7018,2.9181,2.7409,0.3495
101732,0.6605,0.0,5.1849,0.7769,0.0,4.9159
101733,1.3774,2.2144,5.0556,1.2928,2.9501,2.4843
101734,1.7391,5.2936,8.0094,0.0,1.2971,2.6054
101735,2.119,5.9507,11.2592,2.3699,3.2988,7.5894
86614,1.97,4.2566,3.6739,1.588,3.2618,2.8943
101736,0.0,1.2773,2.9517,0.0,0.0,1.7847
101737,0.4467,3.9,4.7756,0.0,0.6762,3.145
101738,0.0,2.2905,5.8373,0.0,1.5535,1.3555
101739,1.2554,2.813,3.339,1.2868,4.0998,1.9849
101740,0.266,2.2168,6.2778,1.2276,2.7286,1.7583
101741,1.3931,3.4044,4.2839,1.1406,3.8608,2.0968
101742,0.3748,4.0942,7.2,0.0,1.1095,2.5006
101743,0.4573,1.384,0.0,0.0,0.0,0.0
101744,0.4802,6.1158,2.8689,3.7057,0.7424,3.7696
101745,0.4463,0.6588,2.0723,0.0,0.6588,1.0896
86615,0.0,1.0059,3.3914,0.0,0.0,1.5417
101746,0.4371,1.5862,0.6374,0.0,3.049,0.0
101747,0.4496,1.6592,1.5289,0.0,0.6668,0.0
101748,0.4307,5.1252,4.3833,0.0,2.5675,0.0
101749,0.4905,1.9145,0.7694,0.0,0.7694,0.0
101750,1.7915,2.0395,2.0395,0.0,0.7191,1.3204
101751,0.4127,4.3899,1.69,0.0,1.3363,0.0
101752,1.7094,1.1715,1.1715,0.0,0.0,0.0
101753,0.4954,3.5367,2.8855,2.2088,2.035,0.0
101754,0.0,2.6066,1.0878,0.0,2.6066,2.7604
101755,0.4794,3.1329,5.4164,0.9208,0.7404,0.8971
101756,0.4889,2.9948,2.0134,0.0,0.7651,0.927
101757,2.0254,0.9241,2.0363,0.0,0.0,0.9241
101758,2.1104,2.0195,2.0195,0.0,2.4426,1.2696
101759,0.0,1.2113,1.2113,0.0,0.0,0.0
101760,1.6123,2.7919,3.0579,0.0,1.929,2.0878
101761,1.5564,2.0048,2.2745,0.0,1.7687,0.0
101762,1.1604,9.2372,7.501,0.387,4.8089,2.1165
101763,0.0,3.0476,3.8597,0.0,0.3858,1.4109
101764,0.6716,4.8659,7.5178,2.1062,2.2705,3.2662
101765,0.0,0.0,2.658,0.0,2.2518,0.0
86617,1.3971,7.1429,6.2869,2.1607,3.0956,3.4498
101766,0.4174,3.9658,3.2312,0.0,0.5934,1.6589
101767,0.4524,2.5092,3.1425,0.9902,4.2045,1.554
101768,1.7102,7.2482,4.8778,1.073,2.0744,1.4921
101769,0.0,2.4983,1.6021,0.0,1.6562,1.6477
101770,0.4779,0.7364,2.894,0.0,0.7364,1.7216
101771,0.4913,0.7715,2.7744,0.0,4.359,1.8534
101772,0.4841,0.7525,0.7525,0.0,0.7525,1.1619
101773,1.4145,3.2636,2.8839,0.0,0.7424,0.0
101774,2.0325,1.4075,1.8484,0.0,2.1322,1.3772
101775,0.0,1.0018,5.3651,1.2246,2.2264,1.0018
86618,0.0,2.6114,6.7354,1.2686,1.6529,2.5901
101776,1.2121,3.7413,7.313,0.0,0.0,1.9818
101777,0.0,0.0,3.7255,0.0,1.8771,0.0
101778,0.5053,1.5171,4.1116,0.5864,1.4007,2.4413
101779,0.0,4.2403,3.6843,0.0,0.0,0.9465
101780,0.8015,4.2691,6.119,0.0,2.2505,1.9913
101781,1.8538,6.5427,8.5644,0.0,3.5104,4.6782
101782,0.3646,2.3629,3.8996,0.0,2.8822,3.014
101783,1.0777,5.936,5.7292,0.0,1.4715,3.2399
101784,0.2921,1.7683,6.1679,0.6248,1.0161,2.4725
101785,0.8328,3.454,2.6581,0.7685,0.7685,4.2254
86619,0.0,3.9203,4.0226,1.256,1.6915,3.0776
101786,1.5239,2.1196,6.439,0.3053,1.5984,3.176
101787,1.4506,2.3534,7.4367,0.0,2.1958,3.5522
101788,1.1581,5.3424,6.8384,1.519,4.9928,3.8622
101790,1.6011,4.1839,5.0462,0.865,3.4552,2.9156
101791,0.0,0.0,2.7719,0.0,1.1484,1.2575
101792,1.2719,5.3997,4.3275,2.4914,1.6351,3.9485
101793,0.8629,0.7728,3.4609,1.7341,2.4542,2.9741
101794,0.8557,4.6444,1.5863,0.0,0.8501,0.0
101795,0.8946,6.0175,8.7667,1.588,2.7859,2.6302
86620,0.4071,1.693,8.7896,3.5384,5.0031,1.55
101796,1.2746,5.2041,9.4511,0.0,3.0365,4.1399
101797,0.6713,0.0,2.3616,2.1014,0.8985,1.8255
101798,3.284,1.9497,2.2878,0.6894,2.8588,2.049
101799,1.7165,7.6867,7.0877,0.0,4.522,4.4626
101800,2.0653,3.3754,8.0187,0.0,0.9948,0.9798
101802,0.8662,2.0919,2.3593,0.0,2.2851,3.7927
101803,1.3761,5.4115,8.7047,0.7519,3.7023,2.781
101804,4.2635,3.3125,3.6742,0.0,1.2873,3.6066
101805,0.5725,5.006,4.5855,2.8808,0.877,2.1014
86621,0.0,0.0,2.5961,1.0926,1.0926,0.4323
101806,0.0,0.8497,0.0,0.0,1.6949,0.0
101807,0.9634,0.8968,4.9575,1.5873,2.5549,2.1645
101808,0.0,0.0,3.6266,1.301,1.9344,0.0
101809,0.0,1.9627,2.845,0.0,0.0,1.8652
101810,1.3202,3.057,5.1661,0.5913,2.3755,2.4136
101811,0.0,0.8435,0.0,1.2306,0.0,0.0
101812,1.1471,1.622,1.1589,0.0,1.1589,0.0
101813,3.3807,5.1889,9.4535,0.7608,5.7898,2.3019
101814,0.0,2.5191,4.441,1.2497,0.8232,4.4464
101815,0.0,0.0,5.9011,1.7707,0.0,6.2974
86622,1.6081,6.1959,4.4361,2.1942,3.5649,4.1275
85104,0.0,0.0,0.0,0.0,2.7965,0.0
101816,0.4144,0.7593,0.6313,0.9248,1.6354,0.6313
101817,0.0,0.0,5.0803,1.0647,1.4267,1.4305
101818,0.0,0.0,3.9872,0.0,2.4958,0.0
101819,1.2528,5.5895,9.5642,1.4565,4.4855,1.9919
101820,1.6996,1.5747,3.0424,0.7993,0.8937,1.296
101821,0.4139,3.144,6.4416,0.6214,2.5587,2.2431
101822,1.6142,3.7352,2.8724,0.0,3.8916,2.1512
101824,1.1374,1.476,0.0,0.0,0.0,0.0
101825,4.2158,3.8833,5.0155,0.0,1.1789,1.487
86623,1.6081,6.1959,4.4361,2.1942,3.5649,4.1275
101826,1.07,6.5124,7.9339,1.2686,4.63,4.1057
101827,0.0,5.0817,4.3417,0.0,2.9961,0.0
101828,1.7767,7.2832,8.9,0.5903,3.5866,3.4593
101829,0.6072,8.2896,7.4761,1.5936,1.8598,1.3405
101830,1.1365,3.5308,8.8618,0.5417,3.5141,3.3192
101831,1.9987,1.7777,0.0,0.0,0.0,1.513
101832,0.8208,1.8394,7.2055,0.0,4.2573,6.5709
101833,0.0,0.7002,1.7647,0.0,0.7002,0.0
101835,0.4765,0.0,1.7954,1.5281,0.0,1.2538
86624,0.0,0.0,2.1143,0.0,0.0,0.0
101836,1.1981,2.5959,7.0377,0.7732,0.7104,1.4518
101837,0.0,1.4516,3.1933,1.5045,2.9561,0.0
101838,0.0,2.205,2.2467,1.1944,3.4055,0.0
101839,0.0,3.2831,2.3875,0.0,2.9319,0.8801
101840,1.029,4.9102,9.9189,0.0,5.7418,4.1109
101841,0.0,8.166,5.9138,1.4278,3.7133,2.5425
101842,1.7948,6.1418,9.4005,0.7472,4.5432,5.6039
101843,0.3758,0.0,2.9441,0.0,1.6443,0.0
101844,1.0934,4.6312,8.0686,0.8122,4.0991,3.6188
101845,0.0,2.3088,7.0317,0.0,0.8939,3.7178
86625,0.0,3.1322,2.7251,0.0,0.8084,1.501
101846,1.8217,5.9743,6.2314,1.228,4.1371,2.8027
101847,0.5128,2.4017,1.9754,1.1,2.7132,0.0
101848,3.7748,9.8598,9.4638,1.5728,6.673,7.5081
101849,0.5686,0.0,6.7767,0.4728,2.0115,1.0561
101850,2.918,4.4218,3.3701,1.08,3.5471,1.4592
101851,0.481,3.473,3.5154,0.0,0.7264,3.6202
101852,1.5153,3.8355,6.3577,0.763,1.7725,2.1154
101853,0.0,4.1754,5.0805,0.0,2.5709,1.0541
101854,0.0,4.1979,5.1137,0.0,2.7461,1.0766
101855,0.6134,1.724,2.0685,0.5508,1.1649,1.5094
86626,0.0,0.8831,1.701,0.0,0.8831,0.8831
101856,0.3399,1.6911,2.0915,0.0,1.6911,0.5281
101857,0.8606,1.5446,3.3351,0.0,0.7174,1.3033
101858,0.4815,2.0105,5.7326,2.7333,2.5181,1.0722
101860,0.3562,1.4408,4.4854,0.0,1.4408,1.4188
101861,0.4091,0.9007,0.5913,0.0,0.0,0.0
101862,1.9852,5.2227,6.2967,1.8995,0.0,0.0
101863,0.7891,1.7106,1.2411,2.1753,3.0462,0.7039
101864,0.902,0.8596,3.9713,0.0,0.0,1.4455
101865,0.3869,2.7518,2.2715,0.0,0.917,0.6633
86627,0.0,6.078,2.9097,1.2497,1.2497,0.0
101866,0.4698,4.6794,6.9281,0.4938,4.9135,2.2128
