id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
98009,1.1355,1.0942,1.0942,1.0942,1.0942,3.0233,1.0942,0.0,2.2297,1.0942,1.0942,1.0942,0.0,1.0942,1.0942,1.0942,1.0942,0.0,1.0942,1.0942
98010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98011,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0
98012,0.0,0.0,0.0,0.0,0.0,0.6165,0.0,0.0,0.0,0.0,0.0,1.1391,0.0,0.0,0.0,0.5089,0.0,0.3889,0.0,0.0
98013,0.0,0.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9855,0.0,0.0,0.0,0.0,0.0,0.0
98014,0.0,0.9614,0.0,1.1976,0.0,0.6889,0.9614,0.0,1.709,0.0,0.7285,0.7047,2.1234,0.7639,1.6416,0.0,0.9614,1.5452,0.0,0.0
98015,0.0,0.0,0.0,0.0,1.1013,0.0,0.0,0.5887,0.0,0.635,0.0,1.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98016,0.0,0.0,0.0,0.85,0.0,1.4476,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.4103,0.0,0.0
86242,0.2426,0.8354,0.0,0.9233,0.0,0.3592,0.8354,0.2064,1.2549,0.2308,0.6799,0.2064,0.0,0.3026,1.1297,0.0,0.8354,0.9233,0.1694,0.0
98017,0.0,0.0,0.0,1.1306,0.0,0.9479,0.0,0.736,1.1306,0.0,0.0,0.0,1.1685,0.0,1.1306,0.0,0.0,1.1306,0.0,0.0
98018,1.3938,0.0,0.0,0.0,0.0,0.9865,0.0,0.0,1.1283,0.0,0.0,0.0,0.0,0.0,0.0,1.0037,0.0,0.0,0.0,0.0
98019,0.6237,0.9883,0.0,0.0,0.6597,0.8369,1.648,0.0,0.0,0.0,0.0,0.4119,0.0,0.0,0.5608,0.0,0.9883,0.4391,0.0,0.0
98020,0.0,0.0,0.0,0.0,0.3544,0.6162,0.0,0.0,0.0,0.0,0.3544,0.0,1.7261,0.0,0.3544,0.0,0.9606,0.0,0.0,0.0
98021,0.7978,0.0,0.0,0.0,0.9602,0.9602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1836,0.0,0.0,0.0,0.0,0.0
98022,0.0,0.0,0.0,0.0,0.0,0.8784,0.0,0.8712,0.8339,0.0,0.0,0.4969,0.0,0.0,0.0,0.6931,0.0,0.0,0.8712,0.0
98023,0.0,0.0,0.0,0.0,0.3544,0.6162,0.0,0.0,0.0,0.0,0.3544,0.0,1.7261,0.0,0.3544,0.0,0.9606,0.0,0.0,0.0
98024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98026,0.0,0.0,0.0,0.0,0.3683,0.4028,0.0,0.0,0.0,0.0,0.3683,0.0,0.0,0.0,0.3683,1.1219,0.0,0.0,0.0,0.0
86243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98027,0.0,0.0,0.7119,0.0,1.5375,2.0843,0.7329,1.3523,0.0,0.7329,0.0,1.5692,0.0,0.0,1.0044,0.0,0.0,0.7329,0.0,0.0
98028,0.0,1.1503,1.1503,1.1503,1.1503,1.1503,1.1503,0.0,1.1503,1.1503,2.2416,1.1503,2.1521,1.1503,1.1503,1.1503,1.1503,0.0,1.1503,1.1503
98029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98030,0.0,0.0,0.0,0.0,0.3178,0.0,0.0,2.5968,0.0,0.0,0.3178,0.0,1.1557,0.0,0.3178,0.0,0.0,0.0,0.0,0.0
98032,1.3824,0.0,0.0,0.0,0.2551,1.8923,0.0,0.0,0.0,0.0,0.2551,1.8313,0.0,0.0,0.2551,0.0,0.0,0.0,0.0,0.0
98033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0784,0.0,0.0,0.0,1.967
98034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98035,0.0,0.0,0.0,0.0,0.0,0.4111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6737,0.0,0.0,0.0,0.0,0.0,0.0
98036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86244,0.0,0.0,0.0,0.0,0.3029,0.0,0.0,0.0,0.0,1.184,0.3029,0.0,0.0,0.0,0.3029,0.0,0.0,0.0,0.0,0.0
98037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98039,1.412,0.0,0.0,0.0,0.3095,1.529,0.0,0.0,0.0,0.0,0.3095,0.0,0.0,0.0,0.3095,0.0,0.0,0.5223,0.0,0.0
98041,0.0,0.0,1.3076,0.0,0.0,0.6378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402,0.0,0.0
98042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98043,0.0,0.0,0.0,0.0,0.0,0.6903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.156,0.0,0.0,0.0,0.0
98044,0.0,0.0,0.0,0.0,0.4204,0.8332,0.7152,0.5269,0.0,0.0,0.4204,0.0,0.0,0.0,0.4204,0.0,0.0,0.0,0.0,0.0
98046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98048,0.5046,0.3039,0.3039,0.3039,0.4437,1.3141,0.3039,0.0,0.3039,0.3039,1.2614,1.1375,1.1226,0.8223,0.4437,0.3039,0.3039,0.0,0.3039,2.1736
98049,0.0,0.0,0.0,0.0,0.4569,0.5539,0.0,0.0,0.0,0.0,1.5972,0.0,0.0,0.0,0.4569,0.0,0.0,0.0,0.0,0.0
98050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98051,0.0,0.0,0.0,0.0,0.0,0.4382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98052,0.0,0.0,0.0,0.0,0.5124,0.0,0.0,0.0,1.3977,0.0,0.5124,0.0,0.0,0.0,0.5124,0.0,0.0,0.0,0.0,0.0
98053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98055,0.0,0.0,0.0,1.4376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9641,2.2813,0.0,0.0,0.0,0.0,0.0,1.1349
98056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.8013,0.0,0.0,0.0,0.0,0.0
98057,0.6892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86246,0.0,0.0,0.0,0.0,0.3892,0.0,0.0,0.0,0.0,0.0,0.3892,0.0,0.0,0.0,0.3892,0.0,0.0,0.0,0.0,0.0
98058,0.6784,0.0,0.0,0.0,0.0,0.5582,0.0,0.0,0.6784,0.0,0.0,1.9497,0.5405,0.0,0.0,0.0,0.0,0.5941,0.0,0.0
98059,0.0,0.0,1.4888,0.0,0.3041,1.1635,0.0,2.2334,0.0,0.0,0.3041,0.0,0.0,0.0,0.3041,0.0,0.0,0.0,0.0,0.0
98060,0.0,1.5204,0.0,0.0,0.561,0.0,0.0,0.0,0.0,0.0,0.561,0.0,0.0,0.0,0.561,0.0,0.0,1.5204,0.0,0.0
98061,1.2958,1.1713,0.0,0.0,0.0,0.9248,1.1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1713,0.0,0.0,1.6114
98062,1.3157,0.0,0.0,0.0,0.5103,0.0,1.6342,0.0,0.0,0.0,0.5103,0.0,0.9725,0.0,0.5103,0.0,0.0,0.0,0.0,0.0
98063,0.5929,0.0,0.0,0.0,0.0,0.4661,0.0,0.806,2.9665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6145,0.4259,0.0,0.0
98064,0.0,0.0,0.0,0.0,1.3909,1.3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8559,0.0,0.0,0.0,0.0,0.0,0.0
98065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98067,0.0,1.5198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9302,0.0,0.0,0.0,0.0,1.5198,0.0,0.0
86247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9242,0.0,0.0,0.0,0.0,0.9729,0.0,0.0
98068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98069,0.0,0.0,0.0,0.0,0.0,0.9938,0.0,0.0,0.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98071,0.0,0.0,0.0,0.0,0.4474,0.0,0.0,0.0,0.0,0.0,0.4474,0.0,0.0,0.0,0.4474,0.0,0.0,1.6091,0.0,0.0
98072,0.8663,0.0,0.0,1.1078,0.7364,0.0,0.7364,0.0,0.0,0.0,0.0,0.0,0.7883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.317,0.0,0.0,0.0,0.0,0.0
98075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1937,0.0,0.0,1.0263,0.0,0.0,0.0,0.0,0.0
98076,0.0,0.0,0.0,0.0,0.0,0.7643,0.0,0.0,0.0,0.0,0.0,0.3952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98078,0.9362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98080,1.0407,2.207,0.8253,0.8253,1.2725,0.8253,0.8253,0.0,0.8253,0.8253,1.2725,0.8253,0.0,0.8253,1.2725,0.8253,0.8253,2.4224,0.8253,0.8253
98081,0.0,0.0,0.0,0.0,0.0,0.9538,0.0,0.0,1.4919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98082,1.0815,0.0,0.0,0.0,0.5232,0.0,0.0,0.0,1.04,0.0,0.5232,0.0,0.9063,0.0,0.5232,0.6945,0.0,0.0,1.068,0.0
98083,0.0,0.0,0.0,0.0,0.3299,1.1107,0.0,0.0,0.0,0.0,1.8141,0.0,0.0,0.0,0.3299,1.4007,0.0,0.0,0.0,0.0
98084,0.0,0.0,0.0,0.0,0.4057,0.0,0.0,0.0,0.0,0.0,0.4057,0.0,0.0,0.0,0.4057,0.0,0.0,0.0,0.0,0.0
98085,0.6808,0.0,0.9329,0.0,0.0,0.4277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98086,0.0,0.0,0.0,0.0,0.3334,1.4575,0.0,0.0,0.0,0.0,0.3334,0.0,1.2216,0.0,0.3334,0.0,0.0,0.0,0.0,0.0
98087,0.0,1.1604,1.1604,2.0321,1.3624,1.6746,1.1604,0.0,2.0321,2.2005,2.6943,1.1604,1.6764,1.1604,2.234,1.1604,1.1604,0.8717,1.1604,1.1604
86250,0.0,0.9631,0.9631,0.9631,0.9631,1.8192,0.9631,0.7381,0.9631,0.9631,0.9631,0.9631,0.0,0.9631,0.9631,0.9631,0.9631,0.0,0.9631,0.9631
98088,0.0,0.0,0.0,0.0,0.0,0.3826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9043,0.0,0.3131,0.0,0.0
98089,0.5943,0.0,0.0,0.0,0.0,0.9454,0.0,0.2575,0.0,0.6986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98090,1.1918,0.0,0.0,0.0,0.4367,0.0,0.0,0.0,0.0,0.0,0.4367,1.0967,0.0,0.0,0.4367,0.0,0.0,0.7368,0.0,0.0
98091,0.8077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8077,0.0,0.0,0.0,0.8635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98092,0.0,1.2822,0.0,0.0,0.4032,0.0,0.0,0.0,0.0,0.0,0.4032,1.5738,0.0,0.0,0.4032,0.0,0.0,1.7834,0.0,0.0
98093,0.0,0.0,0.0,0.0,0.5505,0.0,0.0,0.0,0.0,0.0,0.5505,0.0,0.0,0.0,0.5505,0.0,0.0,0.0,0.0,0.0
98094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98096,0.7709,0.0,0.0,0.0,0.0,0.8757,0.0,0.9692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9692,0.0
98097,0.0,0.0,0.0,1.6323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86251,0.0,0.339,0.0,0.0,0.743,0.7655,0.6932,0.4041,0.3775,0.3542,0.0,0.7583,0.0,0.0,0.4041,0.0,1.4885,0.3542,0.0,0.0
85067,1.0957,0.0,0.0,1.4988,0.5087,0.9351,0.0,0.0,0.0,0.0,0.5087,0.0,0.0,0.0,0.5087,0.0,0.0,0.0,0.0,0.0
98098,0.8778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8778,0.0,0.0
98099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98100,0.8004,0.0,0.5261,0.0,0.4166,1.481,0.0,0.0,0.0,0.0,0.4166,0.6202,1.1656,0.0,1.2611,0.0,0.0,0.7994,0.0,0.0
98101,0.0,1.1057,1.1057,1.1057,1.1057,2.2552,1.1057,0.0,1.1057,1.1057,2.1884,1.1057,0.7709,1.1057,1.1057,1.1057,1.1057,0.9602,1.1057,1.1057
98102,0.0,0.0,0.0,0.0,1.252,3.4851,1.252,0.0,0.0,0.3582,0.7437,1.5745,1.9993,0.0,0.3191,0.0,0.9621,0.608,0.0,0.0
98103,0.7062,0.0,0.0,0.0,0.0,0.5715,0.0,0.0,0.0,0.0,0.0,0.3062,0.0,0.7173,0.0,0.4271,0.0,0.0,0.0,0.0
98104,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98105,0.0,0.8867,0.0,0.98,0.4091,1.1228,1.2959,0.0,0.98,0.0,0.4202,0.606,1.101,0.0,0.98,0.0,0.8867,0.98,0.0,0.7034
98106,0.0,0.0,0.0,1.237,0.0,0.5893,0.0,0.0,0.0,1.2908,0.0,0.0,0.0,0.0,0.0,0.7045,0.0,0.5384,0.0,0.0
98107,0.0,0.0,0.0,0.0,0.0,0.5491,0.0,0.7022,0.0,0.0,0.0,0.0,1.3096,0.0,0.0,0.0,0.0,0.0,0.7022,0.0
86252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98110,1.2638,0.0,0.0,0.0,0.2036,0.0,0.0,0.0,0.0,0.0,0.2036,0.0,0.0,0.0,0.6423,0.0,0.0,1.5917,0.0,0.0
98111,1.007,0.0,0.0,0.0,1.5946,0.6957,0.0,0.0,1.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98112,1.3693,0.0,0.0,0.0,1.0904,0.0,1.0904,0.0,0.0,1.0904,0.0,1.0904,0.0,0.0,0.0,0.0,0.0,1.0904,0.0,0.0
98113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3875,0.0,0.0,1.0868,0.0,1.0868,0.0,0.0,0.0,0.0,0.0,2.496,0.0
98114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98115,0.8842,0.0,0.0,0.0,0.0,1.1179,0.0,0.0,0.8189,0.0,0.0,0.8632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98116,0.0,0.0,1.1295,0.0,0.0,2.3645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327,0.0,0.0,0.0,0.0
98117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86253,0.0,0.0,0.0,0.0,0.5469,0.0,0.0,0.0,0.0,0.0,0.5469,0.0,0.0,0.0,0.5469,0.0,0.0,0.0,0.0,0.0
98118,0.7309,0.0,0.0,0.0,0.5158,0.6151,0.0,0.0,0.0,0.0,0.5158,0.0,0.0,0.0,0.5158,0.8624,0.0,0.0,0.0,0.0
98119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8078,0.0,0.0,0.7418,0.0,0.0,0.0,0.0
98120,0.0,0.0,0.9131,0.0,2.0449,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
98121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98123,1.6982,0.0,1.4251,0.3866,0.1589,0.0697,0.0,0.1769,0.1497,0.0,0.5149,1.2002,0.4204,0.0,0.1589,0.3508,0.0,1.0264,0.1769,0.0
98124,0.0,0.0,0.0,0.0,0.0,1.3063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98125,0.0,0.7964,0.0,1.1371,0.0,0.0,0.7964,0.0,1.1371,0.0,0.0,0.0,0.0,0.0,1.1371,0.0,0.7964,1.1371,0.0,0.0
98126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86254,0.0,0.0,0.0,0.0,0.5218,0.0,0.0,0.0,0.0,1.2088,0.5218,0.0,0.0,0.0,0.5218,0.0,0.0,0.0,0.0,0.0
98128,0.0,0.0,0.0,0.7936,0.0,0.0,0.0,0.0,0.0,0.8723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7279
98129,0.9564,0.0,0.0,0.0,0.4795,0.0,0.0,0.6702,1.0062,0.0,0.4795,0.0,0.0,0.0,0.4795,0.0,0.0,0.0,0.0,0.0
98130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98131,0.0,0.0,0.0,0.0,0.3304,0.0,0.0,0.0,0.0,0.0,0.3304,0.0,0.5764,0.0,0.3304,0.0,0.0,0.0,0.4938,0.0
98132,0.0,0.0,0.0,0.0,0.0,1.5678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98133,0.8149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8052,1.369,0.0,0.0,0.0,0.0,0.0,0.0
98134,1.4502,0.0,0.0,0.0,0.0,0.8859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6807,0.0,0.5202,0.0,0.0
98136,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4872,0.0,0.0,0.0,0.0,0.9349,0.0,0.0,1.6773,0.0,0.0,0.0,0.0
86255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4454,0.8408,0.0,0.0,0.0,0.0,0.0,0.8008,0.0,0.0
98138,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98139,0.9492,0.0,0.0,0.0,0.0,0.7035,0.0,0.0,0.0,0.0,0.5651,0.0,2.0897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98140,0.9662,0.0,0.9255,0.0,0.0,0.2247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7016,0.0
98141,0.0,0.0,0.0,0.0,0.6702,0.6445,0.6702,0.0,0.0,1.3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98142,1.2178,0.0,0.0,0.0,0.0,0.3752,0.0,0.0,1.2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98143,0.0,0.0,0.0,0.0,0.0,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98144,0.0,0.0,0.0,0.0,0.5065,0.0,0.0,1.7859,0.0,0.0,0.5065,0.0,0.0,0.0,0.5065,0.0,0.0,0.0,0.0,0.0
98145,0.0,0.1162,0.0751,1.0902,1.0697,0.6368,0.6189,0.7126,1.6857,1.0629,0.1752,2.1529,0.2722,0.0751,1.8683,0.9246,0.1162,2.9499,0.3655,0.0751
98146,0.0,0.0,0.0,1.3262,0.0,0.3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8441,0.0,0.0,0.0,1.3741,0.8379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86256,0.3979,0.0,0.0,0.0,0.2667,0.5528,0.6017,0.0,1.4204,0.0,0.2667,0.0,0.0,0.0,0.2667,0.3739,0.0,0.0,0.0,0.0
98148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98149,0.4202,0.0,0.0,0.0,0.3334,0.5155,0.3334,0.0,0.0,0.0,0.5394,0.7566,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0
98150,0.6344,0.0,0.8418,0.0,0.8534,1.186,0.5033,0.0,0.0,0.0,0.6776,0.2655,0.3276,0.0,0.9205,0.0,0.0,0.0,0.0,0.0
98151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98152,0.0,0.0,0.0,0.0,0.0,0.5624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0393
98153,0.0,0.0,0.0,0.0,0.3723,0.8634,0.0,0.0,0.0,0.0,0.8892,0.0,0.5169,0.0,0.3723,0.0,0.0,0.0,0.0,0.0
98154,0.0,0.0,0.0,0.8428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403,0.6311,0.0,0.0,0.0,0.0
98156,0.0,0.0,0.0,0.0,0.0,0.2455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7199,0.0
98157,0.5566,0.0,0.0,0.0,0.4416,1.2987,0.0,0.0,0.8413,0.7168,1.0191,0.0,1.4057,0.0,0.4416,0.5127,0.0,0.0,0.0,0.0
98158,0.0,0.0,1.6687,0.0,0.0,0.0,0.0,0.0,0.0,1.6687,0.0,1.4633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98159,0.0,2.1317,0.9259,1.1082,1.559,1.5081,1.0083,0.0687,1.0368,0.9259,1.6672,1.1315,0.226,1.0037,1.831,1.1299,0.9259,1.3167,0.9973,0.9259
98160,1.1446,0.0,0.0,0.0,0.0,0.8862,0.0,1.676,0.0,0.0,0.4508,0.8755,0.4508,0.0,0.4975,0.0,0.0,0.0,0.0,0.0
98161,0.0,0.0,1.5269,0.0,0.756,0.7684,0.756,0.0,0.0,0.0,0.7764,0.0,0.7764,0.0,0.0,0.0,0.0,0.6707,0.0,0.0
98162,1.2192,0.0,0.0,0.0,0.5794,0.8029,0.5794,0.0,0.0,0.0,0.0,0.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
